event_index,time,event_type,price_at_crossover,sma_at_crossover,price_vs_sma_pct,sma_slope,candle_body,volatility,reverted,candles_to_reversion,max_adverse_move,max_favorable_move,max_adverse_move_pct,max_favorable_move_pct,event_type_bullish
22875,2025-05-05 12:00:00,bullish,3316.483,3314.0872499999996,0.07228988916935092,0.048199999999269494,3.6220000000002983,1.6705508136266807,True,16.0,-0.5660000000002583,4.5789999999997235,-0.017066271710129623,0.1380679472802883,1
22891,2025-05-05 13:20:00,bearish,3317.316,3317.62885,-0.009429927642456244,1.1387500000000728,2.8350000000000364,1.256167194726799,True,1.0,1.5670000000000073,0.0,0.04723698315143952,0.0,0
22892,2025-05-05 13:25:00,bullish,3318.883,3317.9192500000004,0.02904681902669681,1.2941500000001724,1.600999999999658,1.2745221932624256,True,1.0,-3.893000000000029,0.0,-0.11729850073051774,0.0,1
22893,2025-05-05 13:30:00,bearish,3314.99,3318.0157,-0.09119004470051612,1.2494500000002517,3.9390000000003056,1.9358834730173815,True,6.0,3.3460000000000036,-1.3719999999998436,0.10093544776907332,-0.04138775682580773,0
22899,2025-05-05 14:00:00,bullish,3318.336,3317.9018499999997,0.013085076642639238,-0.14880000000039217,2.8539999999998145,1.3796815650939518,True,2.0,-2.3099999999999454,2.1710000000002765,-0.0696132037262033,0.06542435726822951,1
22901,2025-05-05 14:10:00,bearish,3316.026,3317.90525,-0.05663965238307986,-0.1995999999999185,4.524000000000342,2.0478141568721377,True,2.0,3.6090000000003783,-0.13599999999996726,0.10883509357286036,-0.004101294742561345,0
22903,2025-05-05 14:20:00,bullish,3319.635,3317.79015,0.055604782599056365,-0.18115000000034343,3.7840000000001055,2.0849999331194624,True,2.0,-4.524000000000342,0.0,-0.13628004283604497,0.0,1
22905,2025-05-05 14:30:00,bearish,3315.111,3317.3941,-0.06882209141205455,-0.5963499999998021,3.4970000000002983,1.970413845126737,True,13.0,1.3830000000002656,-5.3539999999998145,0.041718060119261935,-0.1615028878369326,0
22918,2025-05-05 15:35:00,bullish,3316.494,3314.8957,0.04821569499155308,-0.7085999999999331,2.2330000000001746,2.4257820843812876,True,3.0,-3.4080000000003565,0.0,-0.10275911851492438,0.0,1
22921,2025-05-05 15:50:00,bearish,3313.086,3314.3539499999997,-0.038256324433904476,-0.6420500000003813,1.9520000000002256,1.335039070956704,True,8.0,0.0,-7.50899999999956,0.0,-0.22664669736914647,0
22929,2025-05-05 16:30:00,bullish,3311.727,3311.4659999999994,0.00788170556485925,-1.640450000000783,4.138999999999669,1.7512473328259999,True,1.0,-2.467999999999847,0.0,-0.07452305096403922,0.0,1
22930,2025-05-05 16:35:00,bearish,3309.259,3311.2974999999997,-0.061561970798445574,-1.4231500000005326,2.4470000000001164,1.5693134870844683,True,1.0,2.869999999999891,0.0,0.0867263638173951,0.0,0
22931,2025-05-05 16:40:00,bullish,3312.129,3311.2999499999996,0.025036994911931176,-1.183400000000347,2.831000000000131,2.0352041717653013,True,2.0,-1.3289999999997235,0.0,-0.04012524874483221,0.0,1
22933,2025-05-05 16:50:00,bearish,3310.8,3311.35455,-0.01674692309827818,-0.2966499999993175,1.1549999999997453,1.1818674717688709,True,2.0,0.9859999999998763,-1.0260000000002947,0.029781321734924378,-0.030989488945278927,0
22935,2025-05-05 17:00:00,bullish,3311.786,3311.2304000000004,0.016779261267946974,-0.06709999999930005,1.9890000000000327,0.9861510131973374,False,,-0.07099999999991269,24.61499999999978,-0.0021438583290077523,0.7432545460364824,1
22980,2025-05-05 20:45:00,bearish,3331.639,3331.97365,-0.010043596833359808,2.31230000000005,0.8579999999997199,0.7426260981762935,True,1.0,1.663000000000011,0.0,0.04991537198357958,0.0,0
22981,2025-05-05 20:50:00,bullish,3333.302,3332.3345500000005,0.029032199062955552,2.1810000000004948,1.662000000000262,0.6462265250736405,True,3.0,-2.7229999999999563,0.6369999999997162,-0.08169076789321689,0.019110179635680062,1
22984,2025-05-05 22:05:00,bearish,3330.579,3332.5298000000003,-0.05853811119708733,0.8500000000008185,2.7839999999996508,1.4044944007381774,True,6.0,0.8129999999996471,-2.675000000000182,0.02441017012356251,-0.080316365412746,0
22990,2025-05-05 22:35:00,bullish,3331.392,3331.37045,0.0006468809255342284,-0.9032000000001972,1.06899999999996,1.367930817543828,True,3.0,-0.023999999999887223,0.568000000000211,-0.0007204195723555565,0.01704992987916796,1
22993,2025-05-05 22:50:00,bearish,3331.368,3331.3682500000004,-7.504424060764793e-06,0.03575000000091677,0.6260000000002037,0.626479226835226,True,2.0,1.5740000000000691,-0.7260000000001128,0.047247857336687786,-0.021792849063811407,0
22995,2025-05-05 23:00:00,bullish,3332.942,3331.4815499999995,0.043837853461937734,0.11109999999962383,2.2800000000002,0.8421204318098843,True,15.0,-4.1720000000000255,1.4079999999999018,-0.12517469550925353,0.042244959558249195,1
23010,2025-05-06 00:15:00,bearish,3328.77,3332.43255,-0.10990620050209299,0.6876499999998487,4.443000000000211,2.158525149656559,True,9.0,21.05099999999993,-3.7539999999999054,0.6323957497814487,-0.11277438813735721,0
23019,2025-05-06 01:00:00,bullish,3349.821,3331.3629,0.5540705277110407,-0.10264999999981228,20.130999999999858,10.08583748737203,True,20.0,0.0,35.46900000000005,0.0,1.058832695836585,1
23039,2025-05-06 02:40:00,bearish,3367.135,3372.4915,-0.15882916235666922,10.964750000000095,5.532999999999902,6.114904154891879,True,24.0,0.0,-12.649000000000342,0.0,-0.3756606135483234,0
23063,2025-05-06 04:40:00,bullish,3360.606,3360.13735,0.013947346527374914,-0.2246500000001106,2.663000000000011,1.4820807409836687,True,6.0,-1.9420000000000073,3.561999999999898,-0.05778719671392621,0.10599278820545752,1
23069,2025-05-06 05:10:00,bearish,3358.664,3360.4537499999997,-0.053259176681109154,-0.0014500000006592018,1.9939999999996871,2.2222625909024214,True,8.0,0.6409999999996217,-6.4520000000002256,0.019084969499766027,-0.1921001922192939,0
23077,2025-05-06 05:50:00,bullish,3359.305,3358.8120499999995,0.014676319861371578,-1.008450000000721,1.6399999999998727,2.7519439170647746,False,,-0.21199999999998909,22.570000000000164,-0.006310829174486661,0.6718651625857183,1
23117,2025-05-06 09:10:00,bearish,3376.177,3376.8436,-0.01974032792042891,1.3069499999996879,3.7419999999997344,1.4358115209352256,True,6.0,2.4290000000000873,-3.242999999999938,0.07194528012009108,-0.0960553904608656,0
23123,2025-05-06 09:40:00,bullish,3378.606,3377.2853999999998,0.039102410474414394,0.7279999999996107,2.1020000000003165,2.0244323213128115,True,10.0,-0.3160000000002583,4.528999999999996,-0.009352969834312089,0.134049368289762,1
23133,2025-05-06 10:30:00,bearish,3378.29,3378.5858999999996,-0.008758102021310735,0.7133499999995365,1.1100000000001273,2.2579815596646102,True,2.0,1.0239999999998872,-0.8769999999999527,0.030311192940803994,-0.02595987911043613,0
23135,2025-05-06 10:40:00,bullish,3379.314,3378.7050000000004,0.018024657376109154,0.2971000000006825,1.8609999999998763,0.8170576624105697,True,9.0,-0.13400000000001455,5.032000000000153,-0.003965301833449468,0.14890596138743406,1
23144,2025-05-06 11:25:00,bearish,3380.524,3381.20675,-0.020192494883666662,1.30600000000004,3.7100000000000364,1.4939109825761256,True,13.0,3.8450000000002547,-5.900000000000091,0.11373976342129961,-0.17452915583501524,0
23157,2025-05-06 12:30:00,bullish,3384.369,3379.23175,0.15202419899138975,-0.2430500000000393,8.103000000000065,3.706739163155997,True,21.0,0.0,12.978000000000065,0.0,0.3834688238782492,1
23178,2025-05-06 14:15:00,bearish,3392.726,3392.87275,-0.004325243261772301,3.5204499999999825,1.66399999999976,2.07971909745853,True,1.0,0.48099999999976717,0.0,0.01417739009869253,0.0,0
23179,2025-05-06 14:20:00,bullish,3393.207,3393.0489000000002,0.004659526127066701,2.843699999999899,0.5340000000001055,1.7421232230659616,True,1.0,-9.208000000000084,0.0,-0.2713657021219184,0.0,1
23180,2025-05-06 14:25:00,bearish,3383.999,3392.8447,-0.26071632456387717,1.752799999999752,9.191000000000258,4.960500128440293,True,7.0,6.367000000000189,-4.158999999999651,0.18815017380324844,-0.12290192757148127,0
23187,2025-05-06 15:00:00,bullish,3390.366,3390.30045,0.0019334569595388757,-2.3203499999995074,4.1909999999998035,4.232264621205846,False,,0.0,24.98199999999997,0.0,0.7368525993948727,1
23225,2025-05-06 18:10:00,bearish,3412.102,3412.26005,-0.004631827518538715,2.921599999999671,0.5599999999999454,0.9026632955095377,True,1.0,2.412000000000262,0.0,0.07068956320767263,0.0,0
23226,2025-05-06 18:15:00,bullish,3414.514,3412.7449500000002,0.05183657219974435,2.592949999999746,2.450000000000273,1.2202217114414207,True,9.0,-0.5790000000001783,2.263999999999669,-0.016957025216478194,0.06630519013832331,1
23235,2025-05-06 19:00:00,bearish,3413.935,3414.9078999999997,-0.028489787381959966,0.8040999999998348,1.655999999999949,1.069207989678144,True,3.0,2.4200000000000728,-0.16699999999991633,0.07088594246815107,-0.004891715864535099,0
23238,2025-05-06 19:15:00,bullish,3416.355,3414.8622499999997,0.043713329871515084,-0.0838000000003376,2.52599999999984,1.1228462606927343,True,21.0,-1.0459999999998217,18.28899999999976,-0.030617427053096696,0.5353366380250225,1
23259,2025-05-06 22:00:00,bearish,3416.624,3423.30555,-0.19517831237706032,3.2757000000001426,4.11200000000008,6.814353580914881,True,21.0,0.0,-35.16300000000001,0.0,-1.0291738277317029,0
23280,2025-05-06 23:45:00,bullish,3395.392,3394.2252,0.03437603374107194,-7.567300000000614,2.6929999999997563,1.3942919436864671,True,5.0,-2.9549999999999272,5.288000000000011,-0.08702971556744928,0.1557404859291655,1
23285,2025-05-07 00:10:00,bearish,3392.437,3393.1447,-0.02085675862865299,-1.080500000000029,2.300999999999931,3.6069427947238233,True,21.0,0.0,-30.365999999999985,0.0,-0.8951087374651315,0
23306,2025-05-07 01:55:00,bullish,3374.737,3373.8364500000002,0.026692165235212843,-5.50984999999946,0.43699999999989814,2.531594205895289,True,18.0,-0.7739999999998872,15.875999999999749,-0.02293512057383693,0.47043665921225114,1
23324,2025-05-07 03:25:00,bearish,3374.835,3383.7621,-0.26382173853179225,3.7949500000004264,9.317999999999756,5.563137938595979,True,8.0,9.967000000000098,-0.09900000000016007,0.2953329570186424,-0.0029334767477568555,0
23332,2025-05-07 04:05:00,bullish,3384.802,3383.6019,0.03546812052564518,-0.34690000000045984,1.6390000000001237,3.858110460270107,True,6.0,-2.5709999999999127,1.8919999999998254,-0.07595717563390451,0.05589691804719524,1
23338,2025-05-07 04:35:00,bearish,3382.231,3382.3038500000002,-0.002153857347855271,-1.0146499999996195,1.69399999999996,1.7937565397438757,True,1.0,1.5289999999999964,0.0,0.04520684719642142,0.0,0
23339,2025-05-07 04:40:00,bullish,3383.76,3381.9699,0.052930689891715656,-1.352799999999661,1.47400000000016,1.4212331701186238,True,4.0,-3.8270000000002256,0.0,-0.11309903775682155,0.0,1
23343,2025-05-07 05:00:00,bearish,3379.933,3381.0534,-0.03313760143509684,-1.2504500000004555,2.20699999999988,1.4286832132247183,True,1.0,3.6039999999998145,0.0,0.10662933259327373,0.0,0
23344,2025-05-07 05:05:00,bullish,3383.537,3381.4885000000004,0.06057983045038957,-0.48139999999966676,3.6349999999997635,1.3689157474978624,True,5.0,-1.1789999999996326,2.038000000000011,-0.03484519306275157,0.060232827363791534,1
23349,2025-05-07 05:30:00,bearish,3382.358,3383.3633499999996,-0.029714514700274593,1.8748499999992418,1.9089999999996508,1.262520979572051,True,1.0,3.2469999999998436,0.0,0.09599811728976777,0.0,0
23350,2025-05-07 05:35:00,bullish,3385.605,3383.86655,0.051374661923350065,1.9238499999996748,3.217999999999847,1.3748307982694326,True,17.0,0.0,7.494999999999891,0.0,0.22137845377709128,1
23367,2025-05-07 07:00:00,bearish,3389.379,3389.40605,-0.0007980749311562948,1.6798499999999876,3.0450000000000728,1.33435052521709,True,1.0,4.311000000000149,0.0,0.12719144126402357,0.0,0
23368,2025-05-07 07:05:00,bullish,3393.69,3389.87595,0.11251296673555125,1.6864999999997963,4.33600000000024,1.7060710782939927,True,3.0,-3.463000000000193,2.1970000000001164,-0.10204231971689202,0.06473779278602691,1
23371,2025-05-07 07:20:00,bearish,3390.227,3391.1112000000003,-0.026074049119958646,1.8953500000006898,3.1400000000003274,2.6746994268978717,False,,0.9459999999999127,-17.03899999999976,0.027903736239488174,-0.5025917143601227,0
23405,2025-05-07 10:10:00,bullish,3383.9,3378.7784,0.15158141179072127,-2.4050499999993917,5.268000000000029,5.397611631400893,True,16.0,0.0,8.33199999999988,0.0,0.2462247702355235,1
23421,2025-05-07 11:30:00,bearish,3384.095,3386.2985,-0.065071050292822,2.567149999999401,2.7170000000000982,1.3045685968680818,True,2.0,4.173999999999978,0.0,0.12334169105772677,0.0,0
23423,2025-05-07 11:40:00,bullish,3388.269,3387.817,0.0133419249032569,2.936649999999645,2.313999999999851,1.5336463816461468,True,1.0,-2.8929999999995744,0.0,-0.08538283117425371,0.0,1
23424,2025-05-07 11:45:00,bearish,3385.376,3388.1529499999997,-0.08196058563411336,2.845299999999952,2.8649999999997817,1.5685365229801431,True,4.0,4.303999999999633,0.0,0.12713506564705465,0.0,0
23428,2025-05-07 12:05:00,bullish,3389.68,3387.9726499999997,0.05039444459506287,0.15564999999969586,4.15099999999984,1.753021883478607,True,4.0,-3.419999999999618,3.507000000000062,-0.10089447971488809,0.1034610936725609,1
23432,2025-05-07 12:25:00,bearish,3386.26,3387.8206,-0.046065013005700324,-0.18899999999985084,3.494999999999891,2.46134553122622,True,1.0,2.9739999999997053,0.0,0.08782550660609952,0.0,0
23433,2025-05-07 12:30:00,bullish,3389.234,3387.8161999999998,0.041849968129917155,-0.1564499999999498,2.969000000000051,2.4667665524088545,True,1.0,-1.9290000000000873,0.0,-0.05691551542325161,0.0,1
23434,2025-05-07 12:35:00,bearish,3387.305,3387.612,-0.009062430998598534,-0.5151999999998225,1.9570000000003347,1.5019171828125948,True,1.0,0.5470000000000255,0.0,0.01614853105935325,0.0,0
23435,2025-05-07 12:40:00,bullish,3387.852,3387.5163500000003,0.009908439261098537,-0.45864999999957945,0.5229999999996835,1.4341634579137383,True,7.0,-1.2829999999999018,3.436000000000149,-0.037870603556468874,0.101421195494967,1
23442,2025-05-07 13:15:00,bearish,3386.569,3388.5839,-0.059461416906340284,0.8796999999999571,2.318000000000211,1.8966498686063793,True,4.0,5.204999999999927,-0.7089999999998327,0.1536953772387312,-0.02093564312434894,0
