entry_time,exit_time,entry_price,exit_price,entry_sma,exit_sma,entry_distance,pnl_percent,pnl_dollars,pnl_after_costs,balance_after_trade,hold_candles,exit_reason
2025-01-07 15:05:00,2025-01-07 16:05:00,2644.459,2649.065,2653.21678,2654.03074,0.003300815849657172,0.0017417551189109841,460.6000000000222,460.3200000000222,4460.320000000022,12,Timeout
2025-01-08 17:35:00,2025-01-08 18:35:00,2651.541,2657.376,2664.0245400000003,2663.0127,0.004685970347705646,0.0022006071186529024,583.5000000000036,583.2200000000037,5043.540000000026,12,Timeout
2025-01-08 18:50:00,2025-01-08 19:55:00,2651.781,2658.333,2662.34164,2660.70122,0.003966673488230515,0.002470792271307523,655.2000000000135,654.9200000000135,5698.46000000004,12,Timeout
2025-01-10 13:30:00,2025-01-10 14:30:00,2666.56,2692.956,2679.56826,2680.2871999999998,0.004854610421456501,0.009898895955838304,2639.6000000000186,2639.3200000000184,8337.780000000059,12,Timeout
2025-01-13 01:25:00,2025-01-13 02:25:00,2680.593,2689.001,2689.38148,2688.44554,0.003267844322331008,0.0031366193972752884,840.8000000000357,840.5200000000357,9178.300000000094,12,Timeout
2025-01-13 12:00:00,2025-01-13 13:00:00,2673.12,2670.902,2682.76472,2678.7907,0.0035950674049419562,-0.000829742024301134,-221.79999999998472,-222.07999999998472,8956.220000000108,12,Timeout
2025-01-13 13:05:00,2025-01-13 14:05:00,2669.743,2669.824,2678.4424400000003,2674.28642,0.003247947340619469,3.0339999018681188e-05,8.100000000013097,7.8200000000130965,8964.040000000121,12,Timeout
2025-01-15 15:00:00,2025-01-15 16:00:00,2677.358,2679.944,2686.1150199999997,2684.4912400000003,0.003260106114145312,0.0009658775554108884,258.59999999997854,258.31999999997856,9222.360000000099,12,Timeout
2025-01-17 20:00:00,2025-01-17 21:00:00,2700.437,2700.616,2710.6486800000002,2707.43142,0.0037672458534908112,6.628556785442035e-05,17.90000000000873,17.62000000000873,9239.980000000107,12,Timeout
2025-01-19 23:20:00,2025-01-20 00:20:00,2693.326,2695.082,2703.96494,2700.98032,0.003934570246313852,0.0006519819732181912,175.5999999999858,175.3199999999858,9415.300000000092,12,Timeout
2025-01-20 01:05:00,2025-01-20 02:05:00,2689.987,2695.868,2698.7267000000006,2696.39588,0.003238453156446163,0.002186255918708848,588.0999999999858,587.8199999999858,10003.120000000077,12,Timeout
2025-01-23 09:25:00,2025-01-23 10:25:00,2743.845,2747.102,2752.8576800000005,2751.0818400000003,0.003273936050337599,0.0011870204038493654,325.7000000000062,325.4200000000062,10328.540000000083,12,Timeout
2025-01-23 13:35:00,2025-01-23 14:35:00,2736.482,2743.968,2747.2181399999995,2746.5333400000004,0.00390800418928492,0.002735629176438901,748.5999999999876,748.3199999999877,11076.86000000007,12,Timeout
2025-01-27 02:10:00,2025-01-27 03:10:00,2758.719,2758.639,2768.1738400000004,2764.7185600000003,0.0034155513874808995,-2.8998966549303223e-05,-7.999999999992724,-8.279999999992723,11068.580000000076,12,Timeout
2025-01-27 13:35:00,2025-01-27 14:35:00,2755.123,2750.924,2764.8140000000003,2762.26342,0.00350511824665249,-0.0015240698872609568,-419.9000000000069,-420.1800000000069,10648.400000000069,12,Timeout
2025-01-27 14:35:00,2025-01-27 15:35:00,2750.924,2741.006,2762.26342,2756.8863199999996,0.004105118982461218,-0.0036053340623005653,-991.800000000012,-992.080000000012,9656.320000000056,12,Timeout
2025-01-27 15:35:00,2025-01-27 16:35:00,2741.006,2741.496,2756.8863199999996,2750.5210600000005,0.0057602375131665775,0.00017876648208731995,49.00000000002365,48.720000000023646,9705.040000000079,12,Timeout
2025-01-27 16:35:00,2025-01-27 17:35:00,2741.496,2734.526,2750.5210600000005,2744.1111800000003,0.0032812182866908835,-0.002542407503056818,-697.0000000000255,-697.2800000000254,9007.760000000053,12,Timeout
2025-01-27 17:35:00,2025-01-27 18:35:00,2734.526,2736.752,2744.1111800000003,2739.5052,0.003492999871820241,0.0008140350466589503,222.60000000001128,222.32000000001128,9230.080000000064,12,Timeout
2025-01-31 18:25:00,2025-01-31 19:25:00,2799.651,2801.758,2808.73578,2806.20446,0.003234472984140978,0.000752593805442168,210.6999999999971,210.4199999999971,9440.50000000006,12,Timeout
2025-01-31 20:00:00,2025-01-31 21:00:00,2794.894,2801.753,2804.4372200000003,2802.18686,0.0034029002082637005,0.002454118116823171,685.9000000000378,685.6200000000379,10126.120000000097,12,Timeout
2025-02-02 23:30:00,2025-02-03 00:30:00,2789.714,2793.612,2799.09972,2797.4630199999997,0.0033531209813418934,0.0013972758497825003,389.8000000000138,389.52000000001385,10515.64000000011,12,Timeout
2025-02-03 01:05:00,2025-02-03 02:05:00,2784.918,2777.943,2796.31866,2792.6847,0.004077024612066133,-0.0025045620732818377,-697.4999999999909,-697.7799999999909,9817.860000000119,12,Timeout
2025-02-03 02:05:00,2025-02-03 03:05:00,2777.943,2776.449,2792.6847,2787.00054,0.005278683984625827,-0.0005378080111795461,-149.4000000000142,-149.6800000000142,9668.180000000104,12,Timeout
