entry_time,exit_time,direction,entry_price,exit_price,pnl_before_costs,pnl_after_costs,exit_reason,hold_candles,distance_from_sma
2025-01-07 15:00:00,2025-01-07 15:50:00,LONG,2647.119,2648.45,0.0005028107916567696,0.0004945754975391225,Timeout,10,0.003968238677596039
2025-01-08 17:35:00,2025-01-08 18:25:00,LONG,2651.541,2656.078,0.0017110804622669637,0.0017028451681493167,Timeout,10,0.0038855895496241366
2025-01-10 13:30:00,2025-01-10 13:40:00,LONG,2666.56,2675.778,0.003456888275530964,0.003448652981413317,Take Profit,2,0.003677097083883275
2025-01-10 13:45:00,2025-01-10 14:20:00,SHORT,2680.577,2688.091,-0.0028031278340445616,-0.0028113631281622086,Stop Loss,7,0.002294580607085672
2025-01-19 23:20:00,2025-01-20 00:10:00,LONG,2693.326,2696.019,0.000999878960066385,0.000991643665948738,Timeout,10,0.002541244542992549
2025-01-23 09:25:00,2025-01-23 10:15:00,LONG,2743.845,2746.587,0.000999327585924201,0.000991092291806554,Timeout,10,0.0020113381040110807
2025-01-27 15:00:00,2025-01-27 15:50:00,LONG,2743.505,2742.537,-0.0003528333281697325,-0.00036106862228737954,Timeout,10,0.0023008523767954685
2025-01-29 15:25:00,2025-01-29 16:15:00,LONG,2750.246,2753.187,0.0010693588864413596,0.0010611235923237126,Timeout,10,0.0021219919963522483
2025-02-02 23:20:00,2025-02-02 23:35:00,LONG,2793.027,2786.548,-0.0023197054665065066,-0.0023279407606241536,Stop Loss,3,0.0023383948669312375
2025-02-02 23:35:00,2025-02-03 00:15:00,LONG,2786.548,2795.156,0.003089126761857386,0.003080891467739739,Take Profit,8,0.002107769182515572
2025-02-03 04:05:00,2025-02-03 04:55:00,SHORT,2782.355,2780.785,0.0005642701955717957,0.0005560349014541486,Timeout,10,0.0020967130362588107
2025-02-03 14:45:00,2025-02-03 15:30:00,SHORT,2826.237,2815.071,0.003950836394824697,0.00394260110070705,Take Profit,9,0.0027903533921606423
2025-02-03 15:30:00,2025-02-03 16:20:00,LONG,2815.071,2821.053,0.0021249908084023357,0.0021167555142846887,Timeout,10,0.0022693566165826085
2025-02-04 13:20:00,2025-02-04 14:10:00,SHORT,2832.255,2832.804,-0.00019383847852681984,-0.0002020737726444669,Timeout,10,0.0023936404031416293
2025-02-05 16:05:00,2025-02-05 16:55:00,LONG,2869.077,2874.884,0.0020239958704488547,0.0020157605763312077,Timeout,10,0.00301769523787596
2025-02-06 14:45:00,2025-02-06 14:55:00,LONG,2848.22,2841.827,-0.0022445597601307393,-0.0022527950542483863,Stop Loss,2,0.0021772896756572092
2025-02-06 14:55:00,2025-02-06 15:45:00,LONG,2841.827,2852.63,0.003801427743490326,0.003793192449372679,Take Profit,10,0.0028727997868975693
2025-02-07 14:15:00,2025-02-07 14:35:00,SHORT,2868.994,2875.641,-0.0023168399794492194,-0.0023250752735668664,Stop Loss,4,0.002069017920567331
2025-02-07 16:00:00,2025-02-07 16:30:00,LONG,2874.604,2866.137,-0.0029454491818697963,-0.0029536844759874433,Stop Loss,6,0.0023463405742147237
2025-02-10 01:05:00,2025-02-10 01:45:00,SHORT,2876.091,2867.259,0.003070834684994279,0.003062599390876632,Take Profit,8,0.0020370009154786913
2025-02-11 02:30:00,2025-02-11 02:35:00,LONG,2931.616,2914.627,-0.005795097311516935,-0.005803332605634583,Stop Loss,1,0.002124152685754141
2025-02-11 02:35:00,2025-02-11 03:25:00,LONG,2914.627,2922.373,0.002657629947159652,0.002649394653042005,Timeout,10,0.006225153338660411
2025-02-11 12:55:00,2025-02-11 13:15:00,LONG,2889.45,2882.703,-0.002335046462129417,-0.002343281756247064,Stop Loss,4,0.002087110003633927
2025-02-12 13:15:00,2025-02-12 13:30:00,LONG,2874.304,2867.545,-0.002351525795462141,-0.002359761089579788,Stop Loss,3,0.002354309077954115
2025-02-12 13:30:00,2025-02-12 13:50:00,LONG,2867.545,2876.612,0.003161938173594488,0.003153702879476841,Take Profit,4,0.0026544657538067145
2025-02-12 13:55:00,2025-02-12 14:10:00,SHORT,2884.725,2893.918,-0.003186785568815125,-0.003195020862932772,Stop Loss,3,0.0030565825165310063
2025-02-12 14:10:00,2025-02-12 15:00:00,SHORT,2893.918,2888.334,0.0019295640028502146,0.0019213287087325676,Timeout,10,0.002998288133941661
2025-02-14 13:40:00,2025-02-14 14:25:00,LONG,2917.93,2926.91,0.0030775241352602764,0.0030692888411426294,Take Profit,9,0.0032027498946171273
2025-02-14 15:15:00,2025-02-14 15:25:00,LONG,2909.551,2900.225,-0.0032053055608923927,-0.0032135408550100397,Stop Loss,2,0.002465397581963583
2025-02-14 15:25:00,2025-02-14 16:15:00,LONG,2900.225,2895.697,-0.0015612581782447198,-0.0015694934723623668,Timeout,10,0.003366635347257583
2025-02-16 23:05:00,2025-02-16 23:25:00,SHORT,2892.842,2883.156,0.0033482644402978625,0.0033400291461802155,Take Profit,4,0.002686493074976108
2025-02-16 23:25:00,2025-02-17 00:15:00,LONG,2883.156,2886.698,0.0012285148635730833,0.0012202795694554363,Timeout,10,0.0023470114000076064
2025-02-19 02:45:00,2025-02-19 03:35:00,LONG,2926.626,2928.957,0.0007964803155578048,0.0007882450214401577,Timeout,10,0.0021408270137693616
2025-02-19 15:55:00,2025-02-19 16:45:00,LONG,2925.73,2928.076,0.000801851161932237,0.0007936158678145898,Timeout,10,0.002610357073277324
2025-02-20 12:20:00,2025-02-20 13:10:00,LONG,2940.882,2943.427,0.0008653866425106729,0.0008571513483930258,Timeout,10,0.002256125883323358
2025-02-20 13:45:00,2025-02-20 14:05:00,LONG,2936.425,2928.52,-0.0026920490051679166,-0.0027002842992855636,Stop Loss,4,0.0020835539814570057
2025-02-20 14:40:00,2025-02-20 15:30:00,SHORT,2939.3,2935.794,0.0011928010070425994,0.0011845657129249524,Timeout,10,0.0020996835981354984
2025-02-21 01:40:00,2025-02-21 01:55:00,LONG,2936.516,2928.821,-0.002620452263839245,-0.002628687557956892,Stop Loss,3,0.0023454324784881373
2025-02-24 14:25:00,2025-02-24 14:35:00,LONG,2942.583,2936.383,-0.0021069923940973873,-0.0021152276882150343,Stop Loss,2,0.0020855146651767398
2025-02-24 14:35:00,2025-02-24 15:25:00,LONG,2936.383,2935.915,-0.00015937975393531676,-0.00016761504805296382,Timeout,10,0.0022432359811374895
2025-02-25 12:30:00,2025-02-25 13:20:00,LONG,2927.161,2929.203,0.0006976042657031562,0.0006893689715855091,Timeout,10,0.0030635144428338575
2025-02-25 15:15:00,2025-02-25 15:20:00,LONG,2920.439,2910.561,-0.0033823681987535784,-0.0033906034928712254,Stop Loss,1,0.0028027293156954658
2025-02-25 15:20:00,2025-02-25 15:40:00,LONG,2910.561,2904.255,-0.00216659262595769,-0.002174827920075337,Stop Loss,4,0.004667416350318592
2025-02-25 16:05:00,2025-02-25 16:55:00,LONG,2894.515,2896.428,0.000660905194825389,0.0006526699007077419,Timeout,10,0.003000019001456305
2025-02-26 14:05:00,2025-02-26 14:20:00,LONG,2899.488,2893.15,-0.0021859031663520384,-0.0021941384604696854,Stop Loss,3,0.0020568458983103196
2025-02-26 14:45:00,2025-02-26 15:20:00,SHORT,2902.256,2908.719,-0.0022268883241175806,-0.0022351236182352277,Stop Loss,7,0.002275884691081529
2025-02-27 14:45:00,2025-02-27 15:35:00,LONG,2871.995,2876.964,0.0017301562154530391,0.0017219209213353921,Timeout,10,0.003828767111363371
2025-03-02 23:05:00,2025-03-02 23:45:00,SHORT,2873.92,2864.929,0.003128479567976835,0.003120244273859188,Take Profit,8,0.004290376906803367
2025-03-04 07:25:00,2025-03-04 08:10:00,SHORT,2899.383,2905.472,-0.0021001019872160377,-0.0021083372813336847,Stop Loss,9,0.002025189497213681
2025-03-04 08:15:00,2025-03-04 08:35:00,SHORT,2910.002,2917.992,-0.002745702580273222,-0.002753937874390869,Stop Loss,4,0.002519860811092116
2025-03-04 14:55:00,2025-03-04 15:45:00,LONG,2903.542,2906.513,0.0010232330030011632,0.0010149977088835162,Timeout,10,0.0020782892067689944
2025-03-05 01:15:00,2025-03-05 02:05:00,LONG,2904.144,2910.859,0.002312213168493073,0.002303977874375426,Timeout,10,0.002294307720278337
