entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason,hold_candles,ml_probability,prob_bucket
2025-01-10 15:20:00,2025-01-10 16:35:00,SHORT,2693.789,2691.037,0.0010216093391131997,Timeout,15,0.99981636,0.995-1.0
2025-01-10 16:45:00,2025-01-10 18:00:00,SHORT,2694.417,2694.206,7.831007598296231e-05,Timeout,15,0.99990916,0.995-1.0
2025-01-10 18:15:00,2025-01-10 19:30:00,LONG,2690.793,2686.479,-0.0016032448426914689,Timeout,15,0.99990916,0.995-1.0
2025-01-13 01:05:00,2025-01-13 02:20:00,LONG,2684.62,2689.028,0.0016419456012396175,Timeout,15,0.9981254,0.995-1.0
2025-01-13 10:00:00,2025-01-13 11:15:00,LONG,2679.443,2679.276,-6.23263864916593e-05,Timeout,15,0.99953496,0.995-1.0
2025-01-13 12:00:00,2025-01-13 13:15:00,LONG,2673.12,2670.125,-0.001120413599090161,Timeout,15,0.99994206,0.995-1.0
2025-01-13 14:45:00,2025-01-13 15:55:00,SHORT,2671.788,2661.867,0.003713243715444422,Take Profit,14,0.9993993,0.995-1.0
2025-01-13 15:55:00,2025-01-13 17:10:00,LONG,2661.867,2662.185,0.00011946502210657266,Timeout,15,0.9997856,0.995-1.0
2025-01-14 15:00:00,2025-01-14 16:15:00,SHORT,2668.603,2673.486,-0.001829796339133176,Timeout,15,0.99996114,0.995-1.0
2025-01-15 13:55:00,2025-01-15 14:30:00,SHORT,2693.807,2682.363,0.004248262774578862,Take Profit,7,0.97972476,0.95-0.98
2025-01-15 14:30:00,2025-01-15 15:45:00,LONG,2682.363,2680.247,-0.0007888566909102108,Timeout,15,0.9999298,0.995-1.0
2025-01-15 16:45:00,2025-01-15 18:00:00,SHORT,2688.029,2692.622,-0.0017086869226484711,Timeout,15,0.99645656,0.995-1.0
2025-01-16 00:15:00,2025-01-16 01:30:00,SHORT,2697.59,2700.91,-0.0012307281684761986,Timeout,15,0.99995995,0.995-1.0
2025-01-16 01:50:00,2025-01-16 03:05:00,LONG,2696.068,2697.252,0.00043915806277873613,Timeout,15,0.9999933,0.995-1.0
2025-01-16 09:20:00,2025-01-16 10:35:00,SHORT,2704.741,2706.598,-0.0006865722078380041,Timeout,15,0.9963612,0.995-1.0
2025-01-16 13:15:00,2025-01-16 14:40:00,SHORT,2707.797,2716.959,-0.003383562357148563,Timeout,15,0.99975175,0.995-1.0
2025-01-16 15:10:00,2025-01-16 16:25:00,LONG,2713.223,2718.352,0.0018903717092181164,Timeout,15,0.99989223,0.995-1.0
2025-01-17 01:00:00,2025-01-17 02:15:00,LONG,2710.725,2715.78,0.001864814763578117,Timeout,15,0.9999325,0.995-1.0
2025-01-17 09:25:00,2025-01-17 10:40:00,LONG,2706.284,2704.433,-0.0006839636933892055,Timeout,15,0.99997056,0.995-1.0
2025-01-17 12:00:00,2025-01-17 13:15:00,SHORT,2709.887,2706.621,0.0012052163060674028,Timeout,15,0.98069006,0.98-0.995
2025-01-17 14:40:00,2025-01-17 15:55:00,SHORT,2709.684,2714.243,-0.001682484009205406,Timeout,15,0.99775773,0.995-1.0
2025-01-17 17:05:00,2025-01-17 18:20:00,LONG,2712.155,2709.769,-0.0008797432300146643,Timeout,15,0.9999956,0.995-1.0
2025-01-17 20:00:00,2025-01-17 21:15:00,LONG,2700.437,2700.209,-8.44307791665073e-05,Timeout,15,0.9997087,0.995-1.0
2025-01-19 23:20:00,2025-01-20 00:35:00,LONG,2693.326,2694.836,0.0005606450908652586,Timeout,15,0.9982109,0.995-1.0
2025-01-20 06:50:00,2025-01-20 07:40:00,SHORT,2713.454,2705.027,0.003105635842730385,Take Profit,10,0.99993527,0.995-1.0
2025-01-20 11:30:00,2025-01-20 12:45:00,LONG,2705.561,2707.701,0.0007909635007304853,Timeout,15,0.99991107,0.995-1.0
2025-01-20 13:35:00,2025-01-20 14:50:00,LONG,2705.593,2710.138,0.0016798535478174555,Timeout,15,0.9999186,0.995-1.0
2025-01-21 00:50:00,2025-01-21 01:25:00,LONG,2704.188,2712.322,0.0030079269636578572,Take Profit,7,0.99995255,0.995-1.0
2025-01-21 01:40:00,2025-01-21 02:55:00,SHORT,2715.948,2724.843,-0.00327509952326038,Timeout,15,0.99609023,0.995-1.0
2025-01-21 07:35:00,2025-01-21 08:40:00,SHORT,2731.285,2722.426,0.003243528229386506,Take Profit,13,0.9901045,0.98-0.995
2025-01-21 14:45:00,2025-01-21 16:00:00,SHORT,2735.277,2739.435,-0.001520138545383119,Timeout,15,0.9993123,0.995-1.0
2025-01-21 16:15:00,2025-01-21 17:30:00,SHORT,2743.315,2743.911,-0.00021725540085626465,Timeout,15,0.9998981,0.995-1.0
2025-01-22 06:05:00,2025-01-22 07:20:00,LONG,2753.051,2749.077,-0.0014434894231889295,Timeout,15,0.9999932,0.995-1.0
2025-01-22 09:20:00,2025-01-22 10:35:00,SHORT,2759.329,2763.025,-0.0013394560779087642,Timeout,15,0.99991155,0.995-1.0
2025-01-22 13:00:00,2025-01-22 14:15:00,SHORT,2761.227,2754.384,0.002478246084077784,Timeout,15,0.99504507,0.995-1.0
2025-01-22 15:05:00,2025-01-22 15:45:00,LONG,2751.198,2759.495,0.0030157771269098137,Take Profit,8,0.99999094,0.995-1.0
2025-01-22 15:45:00,2025-01-22 17:00:00,SHORT,2759.495,2757.442,0.0007439767058827372,Timeout,15,0.9975715,0.995-1.0
2025-01-23 09:20:00,2025-01-23 10:35:00,LONG,2746.076,2748.946,0.00104512766580382,Timeout,15,0.999864,0.995-1.0
2025-01-23 12:20:00,2025-01-23 13:35:00,LONG,2746.439,2736.482,-0.0036254218644578965,Timeout,15,0.99997985,0.995-1.0
2025-01-23 13:35:00,2025-01-23 14:20:00,LONG,2736.482,2746.409,0.0036276503919997045,Take Profit,9,0.9999739,0.995-1.0
2025-01-23 14:20:00,2025-01-23 15:35:00,SHORT,2746.409,2746.753,-0.00012525446865344926,Timeout,15,0.99973553,0.995-1.0
2025-01-23 15:40:00,2025-01-23 16:55:00,SHORT,2749.071,2753.98,-0.00178569414904166,Timeout,15,0.9832465,0.98-0.995
2025-01-23 20:00:00,2025-01-23 21:15:00,LONG,2751.645,2752.307,0.0002405833601354125,Timeout,15,0.99989986,0.995-1.0
2025-01-24 02:00:00,2025-01-24 03:15:00,SHORT,2764.72,2773.381,-0.003132686130964459,Timeout,15,0.9992568,0.995-1.0
2025-01-24 09:40:00,2025-01-24 10:55:00,LONG,2771.657,2775.682,0.0014521998934210244,Timeout,15,0.9999869,0.995-1.0
2025-01-24 14:10:00,2025-01-24 15:25:00,LONG,2778.921,2784.892,0.0021486756910326,Timeout,15,0.9999391,0.995-1.0
2025-01-24 15:50:00,2025-01-24 17:05:00,LONG,2777.27,2773.621,-0.0013138801772963691,Timeout,15,0.9999908,0.995-1.0
2025-01-26 23:05:00,2025-01-27 00:20:00,LONG,2767.65,2767.232,-0.0001510306577783029,Timeout,15,0.9996333,0.995-1.0
2025-01-27 01:40:00,2025-01-27 02:55:00,LONG,2763.312,2756.175,-0.002582770240928175,Timeout,15,0.99955505,0.995-1.0
2025-01-27 07:25:00,2025-01-27 08:15:00,LONG,2748.691,2757.389,0.0031644153526170535,Take Profit,10,0.9999614,0.995-1.0
2025-01-27 08:15:00,2025-01-27 09:30:00,SHORT,2757.389,2760.915,-0.0012787459440796493,Timeout,15,0.998221,0.995-1.0
2025-01-27 12:05:00,2025-01-27 13:20:00,LONG,2767.287,2759.03,-0.0029837888155437465,Timeout,15,0.9999329,0.995-1.0
2025-01-27 13:35:00,2025-01-27 14:50:00,LONG,2755.123,2750.605,-0.0016398541916277528,Timeout,15,0.9997099,0.995-1.0
2025-01-27 15:00:00,2025-01-27 16:15:00,LONG,2743.505,2740.013,-0.0012728243615375912,Timeout,15,0.9999198,0.995-1.0
2025-01-27 16:45:00,2025-01-27 18:00:00,LONG,2736.739,2734.837,-0.0006949877207874202,Timeout,15,0.99997807,0.995-1.0
2025-01-28 02:00:00,2025-01-28 03:15:00,LONG,2738.972,2740.965,0.0007276452625291307,Timeout,15,0.9999193,0.995-1.0
2025-01-29 13:15:00,2025-01-29 14:30:00,LONG,2753.52,2759.064,0.002013422818791899,Timeout,15,0.99993694,0.995-1.0
2025-01-29 15:25:00,2025-01-29 16:40:00,LONG,2750.246,2752.614,0.0008610138874849515,Timeout,15,0.9995572,0.995-1.0
2025-01-29 18:00:00,2025-01-29 19:15:00,LONG,2749.445,2746.605,-0.0010329357379398917,Timeout,15,0.9997147,0.995-1.0
2025-01-29 19:30:00,2025-01-29 20:45:00,SHORT,2750.641,2755.426,-0.0017395945163326855,Timeout,15,0.9999912,0.995-1.0
2025-01-30 06:55:00,2025-01-30 08:10:00,SHORT,2765.558,2770.87,-0.001920769696386732,Timeout,15,0.9995061,0.995-1.0
2025-01-30 14:50:00,2025-01-30 16:05:00,SHORT,2787.97,2797.003,-0.0032399918220068213,Timeout,15,0.91567516,0.90-0.95
2025-01-31 07:20:00,2025-01-31 08:35:00,SHORT,2798.994,2793.594,0.0019292645857762077,Timeout,15,0.99788266,0.995-1.0
2025-01-31 12:15:00,2025-01-31 13:30:00,SHORT,2805.087,2805.817,-0.00026024148270624697,Timeout,15,0.9998497,0.995-1.0
2025-01-31 14:55:00,2025-01-31 16:10:00,SHORT,2812.315,2809.708,0.000926994308958979,Timeout,15,0.9998578,0.995-1.0
2025-01-31 17:15:00,2025-01-31 18:15:00,SHORT,2811.027,2802.01,0.003207724436656007,Take Profit,12,0.9999844,0.995-1.0
2025-01-31 18:15:00,2025-01-31 19:30:00,LONG,2802.01,2800.805,-0.0004300484295203736,Timeout,15,0.9997749,0.995-1.0
2025-01-31 19:40:00,2025-01-31 20:55:00,LONG,2796.72,2800.81,0.0014624274149718762,Timeout,15,0.99999034,0.995-1.0
2025-02-02 23:20:00,2025-02-03 00:35:00,LONG,2793.027,2793.681,0.00023415455704509707,Timeout,15,0.99942565,0.995-1.0
2025-02-03 01:00:00,2025-02-03 02:15:00,LONG,2787.878,2778.464,-0.0033767618238675487,Timeout,15,0.99996865,0.995-1.0
2025-02-03 02:35:00,2025-02-03 03:50:00,LONG,2774.92,2774.027,-0.0003218110792383309,Timeout,15,0.99995875,0.995-1.0
2025-02-03 04:00:00,2025-02-03 05:15:00,SHORT,2777.998,2783.175,-0.0018635722559915933,Timeout,15,0.9999951,0.995-1.0
2025-02-03 08:10:00,2025-02-03 09:25:00,SHORT,2793.305,2798.083,-0.001710518543445935,Timeout,15,0.9994407,0.995-1.0
2025-02-03 11:05:00,2025-02-03 12:20:00,SHORT,2802.492,2801.786,0.000251918649544809,Timeout,15,0.99625885,0.995-1.0
2025-02-03 12:35:00,2025-02-03 13:50:00,SHORT,2808.002,2810.235,-0.0007952273538267332,Timeout,15,0.99972063,0.995-1.0
2025-02-03 14:45:00,2025-02-03 15:30:00,SHORT,2826.237,2815.071,0.003950836394824697,Take Profit,9,0.99970263,0.995-1.0
2025-02-03 15:30:00,2025-02-03 16:45:00,LONG,2815.071,2817.76,0.0009552156943822396,Timeout,15,0.99991035,0.995-1.0
2025-02-03 16:55:00,2025-02-03 18:10:00,LONG,2814.199,2819.349,0.0018300056250464486,Timeout,15,0.99903643,0.995-1.0
2025-02-04 02:20:00,2025-02-04 03:35:00,LONG,2818.15,2820.128,0.000701878892181064,Timeout,15,0.99992394,0.995-1.0
2025-02-04 03:40:00,2025-02-04 04:55:00,LONG,2818.271,2819.184,0.0003239574902484576,Timeout,15,0.99998045,0.995-1.0
2025-02-04 07:25:00,2025-02-04 08:15:00,LONG,2807.551,2818.612,0.003939732528456349,Take Profit,10,0.99980015,0.995-1.0
2025-02-04 08:15:00,2025-02-04 09:30:00,SHORT,2818.612,2818.035,0.0002047106873880568,Timeout,15,0.9762695,0.95-0.98
2025-02-04 13:20:00,2025-02-04 14:35:00,SHORT,2832.255,2840.175,-0.0027963583787477017,Timeout,15,0.99802554,0.995-1.0
2025-02-04 14:35:00,2025-02-04 15:50:00,SHORT,2840.175,2838.071,0.000740799422570887,Timeout,15,0.999951,0.995-1.0
2025-02-04 16:20:00,2025-02-04 17:35:00,SHORT,2841.386,2842.818,-0.0005039793959709254,Timeout,15,0.9999794,0.995-1.0
2025-02-05 00:30:00,2025-02-05 01:45:00,SHORT,2847.509,2843.211,0.0015093894347656949,Timeout,15,0.996141,0.995-1.0
2025-02-05 02:00:00,2025-02-05 03:15:00,SHORT,2847.737,2852.615,-0.0017129390811018367,Timeout,15,0.9973907,0.995-1.0
2025-02-05 04:10:00,2025-02-05 05:25:00,SHORT,2857.652,2856.125,0.0005343547779785795,Timeout,15,0.99907744,0.995-1.0
2025-02-05 07:00:00,2025-02-05 08:00:00,LONG,2855.697,2865.21,0.003331235771862323,Take Profit,12,0.99990857,0.995-1.0
2025-02-05 08:00:00,2025-02-05 09:15:00,SHORT,2865.21,2865.571,-0.00012599425522034208,Timeout,15,0.99504507,0.995-1.0
2025-02-05 09:20:00,2025-02-05 10:35:00,SHORT,2870.304,2872.692,-0.0008319676243352341,Timeout,15,0.99918264,0.995-1.0
2025-02-05 10:50:00,2025-02-05 12:05:00,LONG,2867.526,2868.915,0.0004843896794658963,Timeout,15,0.9996886,0.995-1.0
2025-02-05 13:30:00,2025-02-05 14:45:00,LONG,2862.664,2870.84,0.0028560809092509393,Timeout,15,0.9998709,0.995-1.0
2025-02-05 14:45:00,2025-02-05 16:00:00,SHORT,2870.84,2878.354,-0.002617352412534195,Timeout,15,0.9995203,0.995-1.0
2025-02-05 16:05:00,2025-02-05 17:20:00,LONG,2869.077,2872.024,0.001027159605684916,Timeout,15,0.9990915,0.995-1.0
2025-02-05 18:45:00,2025-02-05 20:00:00,LONG,2863.888,2862.869,-0.00035581000374308567,Timeout,15,0.9993005,0.995-1.0
2025-02-05 20:45:00,2025-02-05 23:00:00,LONG,2860.279,2867.681,0.002587859436089991,Timeout,15,0.999853,0.995-1.0
2025-02-06 06:45:00,2025-02-06 08:00:00,LONG,2861.705,2855.19,-0.0022766148152936353,Timeout,15,0.9997813,0.995-1.0
2025-02-06 08:20:00,2025-02-06 09:10:00,LONG,2850.236,2859.129,0.0031200925116376434,Take Profit,10,0.99996555,0.995-1.0
2025-02-06 11:35:00,2025-02-06 12:50:00,SHORT,2866.256,2864.889,0.00047692878793790036,Timeout,15,0.9850969,0.98-0.995
2025-02-06 13:50:00,2025-02-06 14:55:00,LONG,2857.586,2841.827,-0.005514794655348802,Stop Loss,13,0.9993352,0.995-1.0
2025-02-06 14:55:00,2025-02-06 15:45:00,LONG,2841.827,2852.63,0.003801427743490326,Take Profit,10,0.9998023,0.995-1.0
2025-02-06 15:45:00,2025-02-06 17:00:00,SHORT,2852.63,2850.809,0.0006383582869141503,Timeout,15,0.99998844,0.995-1.0
2025-02-07 01:15:00,2025-02-07 02:30:00,SHORT,2862.593,2867.685,-0.0017788068370180807,Timeout,15,0.999777,0.995-1.0
2025-02-07 09:05:00,2025-02-07 10:20:00,SHORT,2869.834,2865.206,0.0016126368284715082,Timeout,15,0.99973565,0.995-1.0
2025-02-07 13:35:00,2025-02-07 14:00:00,SHORT,2867.946,2858.393,0.0033309553248212775,Take Profit,5,0.9992287,0.995-1.0
2025-02-07 14:00:00,2025-02-07 14:15:00,LONG,2858.393,2868.994,0.00370872724639338,Take Profit,3,0.99993,0.995-1.0
2025-02-07 14:15:00,2025-02-07 15:30:00,SHORT,2868.994,2885.683,-0.005817021576204011,Stop Loss,15,0.99471116,0.98-0.995
2025-02-07 15:30:00,2025-02-07 16:00:00,SHORT,2885.683,2874.604,0.003839299049826394,Take Profit,6,0.998679,0.995-1.0
2025-02-07 16:00:00,2025-02-07 17:00:00,LONG,2874.604,2858.491,-0.005605293807425242,Stop Loss,12,0.9999691,0.995-1.0
2025-02-07 17:30:00,2025-02-07 18:05:00,LONG,2853.811,2863.108,0.003257749024024375,Take Profit,7,0.99987555,0.995-1.0
2025-02-07 18:05:00,2025-02-07 19:20:00,SHORT,2863.108,2861.556,0.0005420682698662203,Timeout,15,0.9999827,0.995-1.0
2025-02-09 23:20:00,2025-02-10 00:35:00,SHORT,2867.012,2868.371,-0.0004740126654509725,Timeout,15,0.98641545,0.98-0.995
2025-02-10 01:00:00,2025-02-10 02:15:00,SHORT,2873.094,2873.389,-0.00010267676588377295,Timeout,15,0.9708554,0.95-0.98
2025-02-10 06:45:00,2025-02-10 08:00:00,SHORT,2889.484,2895.441,-0.002061613769101985,Timeout,15,0.9996476,0.995-1.0
2025-02-10 10:30:00,2025-02-10 11:45:00,LONG,2899.151,2903.487,0.001495610266591923,Timeout,15,0.999966,0.995-1.0
2025-02-10 13:15:00,2025-02-10 14:00:00,SHORT,2908.649,2896.831,0.004063054703403455,Take Profit,9,0.9992138,0.995-1.0
2025-02-10 14:00:00,2025-02-10 14:35:00,LONG,2896.831,2905.834,0.0031078789201025884,Take Profit,7,0.9998084,0.995-1.0
2025-02-10 16:45:00,2025-02-10 18:00:00,LONG,2900.699,2903.007,0.0007956702849899258,Timeout,15,0.999711,0.995-1.0
2025-02-10 23:00:00,2025-02-11 00:15:00,SHORT,2911.95,2918.285,-0.002175518123594168,Timeout,15,0.9989441,0.995-1.0
2025-02-11 00:50:00,2025-02-11 02:05:00,SHORT,2924.477,2936.695,-0.004177841029353386,Timeout,15,0.99946636,0.995-1.0
2025-02-11 02:10:00,2025-02-11 02:35:00,SHORT,2939.988,2914.627,0.008626225685274864,Take Profit,5,0.9999635,0.995-1.0
2025-02-11 02:35:00,2025-02-11 03:35:00,LONG,2914.627,2925.533,0.0037418167058769266,Take Profit,12,0.9997303,0.995-1.0
2025-02-11 03:35:00,2025-02-11 04:50:00,SHORT,2925.533,2916.572,0.003063031591166391,Take Profit,15,0.9999603,0.995-1.0
2025-02-11 06:00:00,2025-02-11 06:40:00,SHORT,2926.882,2917.587,0.0031757344505176748,Take Profit,8,0.99829096,0.995-1.0
2025-02-11 06:40:00,2025-02-11 07:55:00,LONG,2917.587,2913.392,-0.0014378320166631411,Timeout,15,0.9999851,0.995-1.0
2025-02-11 08:50:00,2025-02-11 10:05:00,LONG,2907.824,2906.031,-0.0006166122846500064,Timeout,15,0.9999901,0.995-1.0
2025-02-11 12:05:00,2025-02-11 13:15:00,LONG,2899.112,2882.703,-0.0056600089958580785,Stop Loss,14,0.9999187,0.995-1.0
2025-02-11 13:15:00,2025-02-11 13:35:00,LONG,2882.703,2894.678,0.004154087327067655,Take Profit,4,0.9999614,0.995-1.0
2025-02-11 13:35:00,2025-02-11 14:50:00,SHORT,2894.678,2900.169,-0.0018969294684935546,Timeout,15,0.99999845,0.995-1.0
2025-02-11 14:55:00,2025-02-11 15:50:00,LONG,2896.791,2905.62,0.0030478553682332355,Take Profit,11,0.9999263,0.995-1.0
2025-02-12 01:00:00,2025-02-12 02:15:00,SHORT,2897.553,2894.335,0.0011105922825224758,Timeout,15,0.99969625,0.995-1.0
2025-02-12 03:05:00,2025-02-12 04:20:00,LONG,2889.092,2889.155,2.180615916699844e-05,Timeout,15,0.99992955,0.995-1.0
2025-02-12 06:10:00,2025-02-12 07:25:00,SHORT,2891.364,2894.656,-0.0011385629758134624,Timeout,15,0.99638724,0.995-1.0
2025-02-12 10:30:00,2025-02-12 11:45:00,LONG,2883.565,2882.69,-0.0003034438273456641,Timeout,15,0.9996425,0.995-1.0
2025-02-12 13:10:00,2025-02-12 14:10:00,LONG,2878.75,2893.918,0.0052689535388623955,Take Profit,12,0.9999417,0.995-1.0
2025-02-12 14:10:00,2025-02-12 15:25:00,SHORT,2893.918,2892.39,0.0005280039033587847,Timeout,15,0.98743445,0.98-0.995
2025-02-12 15:30:00,2025-02-12 16:45:00,SHORT,2895.286,2899.001,-0.0012831202167938316,Timeout,15,0.9990287,0.995-1.0
2025-02-12 16:45:00,2025-02-12 18:00:00,SHORT,2899.001,2900.915,-0.0006602274369687212,Timeout,15,0.99983215,0.995-1.0
2025-02-13 01:00:00,2025-02-13 02:15:00,LONG,2903.813,2906.956,0.0010823699735485822,Timeout,15,0.9999387,0.995-1.0
2025-02-13 03:20:00,2025-02-13 04:35:00,SHORT,2913.643,2918.239,-0.0015774067035666359,Timeout,15,0.9806402,0.98-0.995
2025-02-13 08:10:00,2025-02-13 09:25:00,LONG,2910.647,2913.783,0.0010774236793400119,Timeout,15,0.99975413,0.995-1.0
2025-02-13 13:00:00,2025-02-13 14:15:00,LONG,2914.124,2912.34,-0.0006121908333343573,Timeout,15,0.9999176,0.995-1.0
2025-02-13 14:45:00,2025-02-13 16:00:00,SHORT,2916.487,2920.4,-0.001341682647651099,Timeout,15,0.9998553,0.995-1.0
2025-02-13 18:55:00,2025-02-13 20:10:00,SHORT,2924.102,2926.28,-0.0007448440581075278,Timeout,15,0.9986964,0.995-1.0
2025-02-14 01:05:00,2025-02-14 02:20:00,SHORT,2932.955,2928.303,0.0015861136635236626,Timeout,15,0.999094,0.995-1.0
2025-02-14 03:40:00,2025-02-14 04:55:00,LONG,2924.178,2928.566,0.0015005926451809432,Timeout,15,0.9998864,0.995-1.0
2025-02-14 11:45:00,2025-02-14 13:00:00,LONG,2930.075,2927.884,-0.0007477624292892857,Timeout,15,0.9997986,0.995-1.0
2025-02-14 13:30:00,2025-02-14 13:40:00,SHORT,2932.226,2917.93,0.004875476856149654,Take Profit,2,0.99997365,0.995-1.0
2025-02-14 13:40:00,2025-02-14 14:25:00,LONG,2917.93,2926.91,0.0030775241352602764,Take Profit,9,0.99979526,0.995-1.0
2025-02-14 14:25:00,2025-02-14 15:10:00,SHORT,2926.91,2914.398,0.004274815419674578,Take Profit,9,0.99894553,0.995-1.0
2025-02-14 15:10:00,2025-02-14 15:30:00,LONG,2914.398,2896.403,-0.0061745170014529055,Stop Loss,4,0.9999479,0.995-1.0
2025-02-14 15:30:00,2025-02-14 15:40:00,LONG,2896.403,2905.338,0.003084860773863444,Take Profit,2,0.9999933,0.995-1.0
2025-02-14 15:40:00,2025-02-14 16:15:00,SHORT,2905.338,2895.697,0.0033183746607107593,Take Profit,7,0.9999647,0.995-1.0
2025-02-14 16:15:00,2025-02-14 17:30:00,LONG,2895.697,2892.547,-0.0010878209978461457,Timeout,15,0.99997866,0.995-1.0
2025-02-14 17:40:00,2025-02-14 18:55:00,LONG,2887.369,2883.695,-0.0012724386803349272,Timeout,15,0.9999919,0.995-1.0
2025-02-14 20:55:00,2025-02-16 23:15:00,SHORT,2885.327,2892.518,-0.0024922651747964104,Timeout,15,0.99977,0.995-1.0
2025-02-16 23:15:00,2025-02-16 23:25:00,SHORT,2892.518,2883.156,0.003236626358072821,Take Profit,2,0.9999485,0.995-1.0
2025-02-16 23:25:00,2025-02-17 00:40:00,LONG,2883.156,2884.85,0.0005875505869262572,Timeout,15,0.99999285,0.995-1.0
2025-02-17 01:35:00,2025-02-17 02:50:00,SHORT,2895.453,2898.852,-0.0011739095747711626,Timeout,15,0.99925834,0.995-1.0
2025-02-17 05:55:00,2025-02-17 07:10:00,LONG,2896.3,2900.65,0.0015019162379587435,Timeout,15,0.9988452,0.995-1.0
2025-02-17 10:30:00,2025-02-17 11:45:00,LONG,2895.525,2900.386,0.001678797454692975,Timeout,15,0.99783367,0.995-1.0
2025-02-18 01:30:00,2025-02-18 02:35:00,LONG,2892.596,2902.116,0.0032911612959431536,Take Profit,13,0.9999231,0.995-1.0
2025-02-18 02:35:00,2025-02-18 03:50:00,SHORT,2902.116,2907.209,-0.0017549264054227492,Timeout,15,0.99779993,0.995-1.0
2025-02-19 01:45:00,2025-02-19 02:45:00,SHORT,2937.694,2926.626,0.003767580966567572,Take Profit,12,0.9992022,0.995-1.0
2025-02-19 02:45:00,2025-02-19 04:00:00,LONG,2926.626,2928.809,0.0007459101367923311,Timeout,15,0.99877006,0.995-1.0
2025-02-19 09:15:00,2025-02-19 10:30:00,SHORT,2945.712,2944.31,0.00047594605311043433,Timeout,15,0.99941874,0.995-1.0
2025-02-19 11:55:00,2025-02-19 13:10:00,LONG,2935.087,2940.115,0.001713066767697105,Timeout,15,0.99995637,0.995-1.0
2025-02-19 13:50:00,2025-02-19 15:05:00,LONG,2934.845,2936.263,0.00048316009874460836,Timeout,15,0.9999933,0.995-1.0
2025-02-19 15:55:00,2025-02-19 17:10:00,LONG,2925.73,2928.87,0.0010732364230465123,Timeout,15,0.9999347,0.995-1.0
2025-02-19 17:30:00,2025-02-19 18:45:00,LONG,2924.25,2925.826,0.0005389416089595698,Timeout,15,0.99997616,0.995-1.0
2025-02-19 18:45:00,2025-02-19 20:00:00,SHORT,2925.826,2932.1,-0.0021443517146952306,Timeout,15,0.9957082,0.995-1.0
2025-02-20 01:25:00,2025-02-20 02:40:00,LONG,2936.639,2936.979,0.00011577861630240924,Timeout,15,0.9999752,0.995-1.0
2025-02-20 08:00:00,2025-02-20 09:15:00,SHORT,2953.015,2954.52,-0.0005096486133663762,Timeout,15,0.9998367,0.995-1.0
2025-02-20 12:20:00,2025-02-20 13:35:00,LONG,2940.882,2944.844,0.0013472148831540976,Timeout,15,0.99958664,0.995-1.0
2025-02-20 13:40:00,2025-02-20 14:55:00,LONG,2939.925,2935.089,-0.0016449399219368656,Timeout,15,0.99994755,0.995-1.0
2025-02-20 16:20:00,2025-02-20 17:35:00,SHORT,2942.353,2944.254,-0.0006460815544565319,Timeout,15,0.99671566,0.995-1.0
2025-02-20 17:55:00,2025-02-20 19:10:00,LONG,2940.565,2939.397,-0.00039720257841609354,Timeout,15,0.9985728,0.995-1.0
2025-02-21 01:00:00,2025-02-21 01:45:00,SHORT,2943.672,2930.771,0.004382621433366163,Take Profit,9,0.99959654,0.995-1.0
